lng,lat,Location
121.77521,25.12827,信義區
121.767714,25.144706,中正區
121.693053,25.078070,七堵區
121.735725,25.092787,暖暖區
121.743491,25.119377,仁愛區
121.72618,25.151246,中山區
121.709626,25.142077,安樂區
